# Time,Radius_of_Gyration
0.000000000000000000e+00,8.732802324163988317e+01
5.000000000000000000e+01,8.710073435623209548e+01
1.000000000000000000e+02,8.707903549379440733e+01
1.500000000000000000e+02,8.704118486203043403e+01
2.000000000000000000e+02,8.706360928909839458e+01
2.500000000000000000e+02,8.709003346120510969e+01
3.000000000000000000e+02,8.711580851720968610e+01
3.500000000000000000e+02,8.710346304562170872e+01
4.000000000000000000e+02,8.716166958120601294e+01
4.500000000000000000e+02,8.713036587711526693e+01
5.000000000000000000e+02,8.710308959103619486e+01
5.500000000000000000e+02,8.711407024861462389e+01
6.000000000000000000e+02,8.709945371345884269e+01
6.500000000000000000e+02,8.715501386218350888e+01
7.000000000000000000e+02,8.717478363892789162e+01
7.500000000000000000e+02,8.717629019755008812e+01
8.000000000000000000e+02,8.715528119011617036e+01
8.500000000000000000e+02,8.710078408512242731e+01
9.000000000000000000e+02,8.710694797893651753e+01
9.500000000000000000e+02,8.715841984821224742e+01
1.000000000000000000e+03,8.716645961015198907e+01
1.050000000000000000e+03,8.710825402033908915e+01
1.100000000000000000e+03,8.712952221984269841e+01
1.150000000000000000e+03,8.712415424079540571e+01
1.200000000000000000e+03,8.713788320960952660e+01
1.250000000000000000e+03,8.710001889656625451e+01
1.300000000000000000e+03,8.711539140762663180e+01
1.350000000000000000e+03,8.709067177672184812e+01
1.400000000000000000e+03,8.708530949946313626e+01
1.450000000000000000e+03,8.713717679482570588e+01
1.500000000000000000e+03,8.710562020533744487e+01
1.550000000000000000e+03,8.710152202146738887e+01
1.600000000000000000e+03,8.708668055224669047e+01
1.650000000000000000e+03,8.713164319752756626e+01
1.700000000000000000e+03,8.709660707393720713e+01
1.750000000000000000e+03,8.712600684311316002e+01
1.800000000000000000e+03,8.706715466156359184e+01
1.850000000000000000e+03,8.709853797070475423e+01
1.900000000000000000e+03,8.709765165580500934e+01
1.950000000000000000e+03,8.712230930617310776e+01
2.000000000000000000e+03,8.718521056701247574e+01
2.050000000000000000e+03,8.718871442460378773e+01
2.100000000000000000e+03,8.716681175770887080e+01
2.150000000000000000e+03,8.719609887896274358e+01
2.200000000000000000e+03,8.719561329639981295e+01
2.250000000000000000e+03,8.715734789876933064e+01
2.300000000000000000e+03,8.719671008194178796e+01
2.350000000000000000e+03,8.716384270938027612e+01
2.400000000000000000e+03,8.709422099872507772e+01
2.450000000000000000e+03,8.710350054748549553e+01
2.500000000000000000e+03,8.715858778347420355e+01
2.550000000000000000e+03,8.717275875815936104e+01
2.600000000000000000e+03,8.715379511164361759e+01
2.650000000000000000e+03,8.714889882079194194e+01
2.700000000000000000e+03,8.718009413844499988e+01
2.750000000000000000e+03,8.715605282403437570e+01
2.800000000000000000e+03,8.709065536160417764e+01
2.850000000000000000e+03,8.706151864603745594e+01
2.900000000000000000e+03,8.705426327901675165e+01
2.950000000000000000e+03,8.703457828020266618e+01
3.000000000000000000e+03,8.706003222429711741e+01
3.050000000000000000e+03,8.702699087714958637e+01
3.100000000000000000e+03,8.705469849399490556e+01
3.150000000000000000e+03,8.699507101529921727e+01
3.200000000000000000e+03,8.702646822813522931e+01
3.250000000000000000e+03,8.700497856163366350e+01
3.300000000000000000e+03,8.705685283154869580e+01
3.350000000000000000e+03,8.701960620894823251e+01
3.400000000000000000e+03,8.700887387444517174e+01
3.450000000000000000e+03,8.705654177725078569e+01
3.500000000000000000e+03,8.702821240677366177e+01
3.550000000000000000e+03,8.704482243855325407e+01
3.600000000000000000e+03,8.707506676794989176e+01
3.650000000000000000e+03,8.711844024765019867e+01
3.700000000000000000e+03,8.709770058864381781e+01
3.750000000000000000e+03,8.708871390551396985e+01
3.800000000000000000e+03,8.703019662035042359e+01
3.850000000000000000e+03,8.707082523789962636e+01
3.900000000000000000e+03,8.705247503395418107e+01
3.950000000000000000e+03,8.709002723611517638e+01
4.000000000000000000e+03,8.699787844337903664e+01
4.050000000000000000e+03,8.702651553450107258e+01
4.100000000000000000e+03,8.705337081413060218e+01
4.150000000000000000e+03,8.707066456767684315e+01
4.200000000000000000e+03,8.702639522441148756e+01
4.250000000000000000e+03,8.705528642827641761e+01
4.300000000000000000e+03,8.708545680054649551e+01
4.350000000000000000e+03,8.705941859112780890e+01
4.400000000000000000e+03,8.709271447056336513e+01
4.450000000000000000e+03,8.706257078104273717e+01
4.500000000000000000e+03,8.702022612760418951e+01
4.550000000000000000e+03,8.709575104710160076e+01
4.600000000000000000e+03,8.702725350001760773e+01
4.650000000000000000e+03,8.709209098496030776e+01
4.700000000000000000e+03,8.716011064713110557e+01
4.750000000000000000e+03,8.706801201082329555e+01
4.800000000000000000e+03,8.710728595187529777e+01
4.850000000000000000e+03,8.703192998504457023e+01
4.900000000000000000e+03,8.706018032072842061e+01
4.950000000000000000e+03,8.705564491322890319e+01
5.000000000000000000e+03,8.702146382032624672e+01
5.050000000000000000e+03,8.707600747238652161e+01
5.100000000000000000e+03,8.706019432451758178e+01
5.150000000000000000e+03,8.702565024808333760e+01
5.200000000000000000e+03,8.708864166581024335e+01
5.250000000000000000e+03,8.708204289238977935e+01
5.300000000000000000e+03,8.709786483274636737e+01
5.350000000000000000e+03,8.710138523396973653e+01
5.400000000000000000e+03,8.712560200073468764e+01
5.450000000000000000e+03,8.707675540401464787e+01
5.500000000000000000e+03,8.702094053728063727e+01
5.550000000000000000e+03,8.711637208856903669e+01
5.600000000000000000e+03,8.707376148140575367e+01
5.650000000000000000e+03,8.702289573281102264e+01
5.700000000000000000e+03,8.701110236198130110e+01
5.750000000000000000e+03,8.697616428117251530e+01
5.800000000000000000e+03,8.700430511630806052e+01
5.850000000000000000e+03,8.701021618090656773e+01
5.900000000000000000e+03,8.702904425794179133e+01
5.950000000000000000e+03,8.702470235827912859e+01
6.000000000000000000e+03,8.702518775361839687e+01
6.050000000000000000e+03,8.696236580288089613e+01
6.100000000000000000e+03,8.694679514968046874e+01
6.150000000000000000e+03,8.692266033421620364e+01
6.200000000000000000e+03,8.691970744346187416e+01
6.250000000000000000e+03,8.694727452289654934e+01
6.300000000000000000e+03,8.693249437116222111e+01
6.350000000000000000e+03,8.691407951755236638e+01
6.400000000000000000e+03,8.690942276122096644e+01
6.450000000000000000e+03,8.697079907282872568e+01
6.500000000000000000e+03,8.691553712726425829e+01
6.550000000000000000e+03,8.691799316333444381e+01
6.600000000000000000e+03,8.694444531391327757e+01
6.650000000000000000e+03,8.695081628127368845e+01
6.700000000000000000e+03,8.700313025480826923e+01
6.750000000000000000e+03,8.703777973838211324e+01
6.800000000000000000e+03,8.699558405354572699e+01
6.850000000000000000e+03,8.697881561394265759e+01
6.900000000000000000e+03,8.701908650730695172e+01
6.950000000000000000e+03,8.690943083531915647e+01
7.000000000000000000e+03,8.692270515933073227e+01
7.050000000000000000e+03,8.689600467474643608e+01
7.100000000000000000e+03,8.691571917560493432e+01
7.150000000000000000e+03,8.691296548072287464e+01
7.200000000000000000e+03,8.688646619677079741e+01
7.250000000000000000e+03,8.686532627407714813e+01
7.300000000000000000e+03,8.687456794273748528e+01
7.350000000000000000e+03,8.691882299916929355e+01
7.400000000000000000e+03,8.694300994099970126e+01
7.450000000000000000e+03,8.688548574593647800e+01
7.500000000000000000e+03,8.696498219118910811e+01
7.550000000000000000e+03,8.694745264790849149e+01
7.600000000000000000e+03,8.689672014109716258e+01
7.650000000000000000e+03,8.694059677929355701e+01
7.700000000000000000e+03,8.695763234110665962e+01
7.750000000000000000e+03,8.690910589655470631e+01
7.800000000000000000e+03,8.692472934529332917e+01
7.850000000000000000e+03,8.692097491181328905e+01
7.900000000000000000e+03,8.685270439467184644e+01
7.950000000000000000e+03,8.693917540152392576e+01
8.000000000000000000e+03,8.691829756477308422e+01
8.050000000000000000e+03,8.686706422037049435e+01
8.100000000000000000e+03,8.689184315005080350e+01
8.150000000000000000e+03,8.691825567289133403e+01
8.200000000000000000e+03,8.690825438065164121e+01
8.250000000000000000e+03,8.690552915900630637e+01
8.300000000000000000e+03,8.696375216635208005e+01
8.350000000000000000e+03,8.694627118726960191e+01
8.400000000000000000e+03,8.697818970990624621e+01
8.450000000000000000e+03,8.695459319179451541e+01
8.500000000000000000e+03,8.693585803202783779e+01
8.550000000000000000e+03,8.687056356544174207e+01
8.600000000000000000e+03,8.692090093863285460e+01
8.650000000000000000e+03,8.686745124257016926e+01
8.700000000000000000e+03,8.691040974024953414e+01
8.750000000000000000e+03,8.690628454455553253e+01
8.800000000000000000e+03,8.688233832998996320e+01
8.850000000000000000e+03,8.688352160497630905e+01
8.900000000000000000e+03,8.686669229183978302e+01
8.950000000000000000e+03,8.685679364470924213e+01
9.000000000000000000e+03,8.681898573757413828e+01
9.050000000000000000e+03,8.690269214428526823e+01
9.100000000000000000e+03,8.689192360686053007e+01
9.150000000000000000e+03,8.693759798219394952e+01
