# Time,Radius_of_Gyration
0.000000000000000000e+00,8.825213070701863671e+01
5.000000000000000000e+02,8.812273935076490261e+01
1.000000000000000000e+03,8.822769632213282875e+01
1.500000000000000000e+03,8.808944767751238203e+01
2.000000000000000000e+03,8.812775054845324973e+01
2.500000000000000000e+03,8.810200349914592266e+01
3.000000000000000000e+03,8.813843464168506614e+01
3.500000000000000000e+03,8.817494341132847069e+01
4.000000000000000000e+03,8.811798918750753273e+01
4.500000000000000000e+03,8.821979691788088473e+01
5.000000000000000000e+03,8.829569621149232717e+01
5.500000000000000000e+03,8.820673372251350486e+01
6.000000000000000000e+03,8.826828558273652447e+01
6.500000000000000000e+03,8.809357336427677865e+01
7.000000000000000000e+03,8.820720931040884238e+01
7.500000000000000000e+03,8.818220757415713251e+01
8.000000000000000000e+03,8.821129845719694629e+01
8.500000000000000000e+03,8.827353603303954799e+01
9.000000000000000000e+03,8.814859108802328080e+01
9.500000000000000000e+03,8.803023477610518910e+01
1.000000000000000000e+04,8.796269601322887866e+01
1.050000000000000000e+04,8.808584803525901918e+01
1.100000000000000000e+04,8.792001062606064465e+01
1.150000000000000000e+04,8.811324517966296810e+01
1.200000000000000000e+04,8.803583156712203106e+01
1.250000000000000000e+04,8.782596589196947434e+01
1.300000000000000000e+04,8.792790605711142859e+01
1.350000000000000000e+04,8.786689220507795994e+01
1.400000000000000000e+04,8.801185354140694983e+01
1.450000000000000000e+04,8.794364990125269799e+01
1.500000000000000000e+04,8.804486443835348553e+01
1.550000000000000000e+04,8.797370043738423817e+01
1.600000000000000000e+04,8.799475533946184669e+01
1.650000000000000000e+04,8.793924450144641014e+01
1.700000000000000000e+04,8.795343792775909719e+01
1.750000000000000000e+04,8.813234992317738659e+01
1.800000000000000000e+04,8.812413788140611359e+01
1.850000000000000000e+04,8.808548131247219715e+01
1.900000000000000000e+04,8.804393474128990249e+01
1.950000000000000000e+04,8.811339041598172628e+01
2.000000000000000000e+04,8.798402373142468491e+01
2.050000000000000000e+04,8.803325461422083720e+01
2.100000000000000000e+04,8.796562204751087677e+01
2.150000000000000000e+04,8.805753979577740154e+01
2.200000000000000000e+04,8.808199317318198496e+01
2.250000000000000000e+04,8.800632193254465108e+01
2.300000000000000000e+04,8.799552107795923916e+01
