# Time,Radius_of_Gyration
0.000000000000000000e+00,8.603025825486734846e+01
5.000000000000000000e+01,8.582392268194038820e+01
1.000000000000000000e+02,8.582233820839830685e+01
1.500000000000000000e+02,8.574681642098840939e+01
2.000000000000000000e+02,8.569477782348188555e+01
2.500000000000000000e+02,8.571760749022703862e+01
3.000000000000000000e+02,8.575721773769043921e+01
3.500000000000000000e+02,8.573148209934964825e+01
4.000000000000000000e+02,8.577392557315835120e+01
4.500000000000000000e+02,8.573041646272602634e+01
5.000000000000000000e+02,8.573130987889864230e+01
5.500000000000000000e+02,8.571642375724073304e+01
6.000000000000000000e+02,8.570677694316563588e+01
6.500000000000000000e+02,8.567703702906749186e+01
7.000000000000000000e+02,8.569098981056642117e+01
7.500000000000000000e+02,8.567938034471580977e+01
8.000000000000000000e+02,8.561269968425206400e+01
8.500000000000000000e+02,8.566959052526091511e+01
9.000000000000000000e+02,8.566749475118240298e+01
9.500000000000000000e+02,8.572337025973101277e+01
1.000000000000000000e+03,8.565027873145521653e+01
1.050000000000000000e+03,8.574410682440566234e+01
1.100000000000000000e+03,8.581858060402956312e+01
1.150000000000000000e+03,8.576673368553142041e+01
1.200000000000000000e+03,8.570375636243473139e+01
1.250000000000000000e+03,8.569102456383775746e+01
1.300000000000000000e+03,8.569931485004626381e+01
1.350000000000000000e+03,8.576224225970958059e+01
1.400000000000000000e+03,8.573623985171762740e+01
1.450000000000000000e+03,8.568817391753741219e+01
1.500000000000000000e+03,8.566006684839396712e+01
1.550000000000000000e+03,8.570034969107531708e+01
1.600000000000000000e+03,8.568053458385649890e+01
1.650000000000000000e+03,8.576338079799640468e+01
1.700000000000000000e+03,8.571898048345234145e+01
1.750000000000000000e+03,8.574029293410470132e+01
1.800000000000000000e+03,8.577601836324394924e+01
1.850000000000000000e+03,8.571885708037821416e+01
1.900000000000000000e+03,8.567385586021856625e+01
1.950000000000000000e+03,8.573739074125182924e+01
2.000000000000000000e+03,8.572365457656492538e+01
2.050000000000000000e+03,8.578291202335245202e+01
2.100000000000000000e+03,8.580219507077222829e+01
2.150000000000000000e+03,8.570510272037300581e+01
2.200000000000000000e+03,8.566747999221321663e+01
2.250000000000000000e+03,8.572638553604944889e+01
2.300000000000000000e+03,8.577083295805785212e+01
2.350000000000000000e+03,8.578300364190694438e+01
2.400000000000000000e+03,8.573830946868251601e+01
2.450000000000000000e+03,8.569730036872999790e+01
2.500000000000000000e+03,8.574622560123101778e+01
2.550000000000000000e+03,8.576886545396168060e+01
2.600000000000000000e+03,8.575179394269360955e+01
2.650000000000000000e+03,8.576574024112966299e+01
2.700000000000000000e+03,8.579349147959101174e+01
2.750000000000000000e+03,8.575508339515388911e+01
2.800000000000000000e+03,8.562150833329373256e+01
2.850000000000000000e+03,8.565580048755974474e+01
2.900000000000000000e+03,8.563605636939723809e+01
2.950000000000000000e+03,8.568961985792303437e+01
3.000000000000000000e+03,8.561631316925497970e+01
3.050000000000000000e+03,8.560815669348893664e+01
3.100000000000000000e+03,8.564343525807207413e+01
3.150000000000000000e+03,8.572667885162059065e+01
3.200000000000000000e+03,8.559652121775563671e+01
3.250000000000000000e+03,8.561634484309979598e+01
3.300000000000000000e+03,8.563824120785281480e+01
3.350000000000000000e+03,8.565773958037314628e+01
3.400000000000000000e+03,8.567105199140617344e+01
3.450000000000000000e+03,8.561080661120337254e+01
3.500000000000000000e+03,8.554385246796849174e+01
3.550000000000000000e+03,8.563612469988220255e+01
3.600000000000000000e+03,8.560799113071087163e+01
3.650000000000000000e+03,8.551761359942636886e+01
3.700000000000000000e+03,8.550868002032619586e+01
3.750000000000000000e+03,8.554921643249409158e+01
3.800000000000000000e+03,8.555850654584563131e+01
3.850000000000000000e+03,8.547414584213954925e+01
3.900000000000000000e+03,8.555516483083347623e+01
3.950000000000000000e+03,8.554221968776340645e+01
4.000000000000000000e+03,8.548119216929976005e+01
4.050000000000000000e+03,8.555518336323477513e+01
4.100000000000000000e+03,8.553648856150810786e+01
4.150000000000000000e+03,8.547854173641940179e+01
4.200000000000000000e+03,8.546202001419261762e+01
4.250000000000000000e+03,8.553669933567186945e+01
4.300000000000000000e+03,8.559591804587279285e+01
4.350000000000000000e+03,8.548743685727423269e+01
4.400000000000000000e+03,8.552589655668744228e+01
4.450000000000000000e+03,8.547387799924217688e+01
4.500000000000000000e+03,8.554722072544831235e+01
4.550000000000000000e+03,8.549007811298096726e+01
4.600000000000000000e+03,8.549806914276993552e+01
4.650000000000000000e+03,8.551727170922976029e+01
4.700000000000000000e+03,8.542952010539136154e+01
4.750000000000000000e+03,8.547853375817274468e+01
4.800000000000000000e+03,8.544731013614546100e+01
4.850000000000000000e+03,8.543665524445955839e+01
4.900000000000000000e+03,8.542595696028273267e+01
4.950000000000000000e+03,8.547354773442732778e+01
5.000000000000000000e+03,8.545280345958997259e+01
5.050000000000000000e+03,8.544964356858929477e+01
5.100000000000000000e+03,8.543447316021068616e+01
5.150000000000000000e+03,8.544655245181981229e+01
