# Time,Radius_of_Gyration
0.000000000000000000e+00,8.733582364574627377e+01
5.000000000000000000e+01,8.715839529536877706e+01
1.000000000000000000e+02,8.718232181211411103e+01
1.500000000000000000e+02,8.718133642288903218e+01
2.000000000000000000e+02,8.720671997571992051e+01
2.500000000000000000e+02,8.715044837838105707e+01
3.000000000000000000e+02,8.716429626504252326e+01
3.500000000000000000e+02,8.715031052704057402e+01
4.000000000000000000e+02,8.722149044412610408e+01
4.500000000000000000e+02,8.725533666630556695e+01
5.000000000000000000e+02,8.718039838695467836e+01
5.500000000000000000e+02,8.717643719142218117e+01
6.000000000000000000e+02,8.719358719938543345e+01
6.500000000000000000e+02,8.722900991989696706e+01
7.000000000000000000e+02,8.726724171794977281e+01
7.500000000000000000e+02,8.724193803867268571e+01
8.000000000000000000e+02,8.723293644017584825e+01
8.500000000000000000e+02,8.724986642712252660e+01
9.000000000000000000e+02,8.724326627796502009e+01
9.500000000000000000e+02,8.725869206073163298e+01
1.000000000000000000e+03,8.722463376496999388e+01
1.050000000000000000e+03,8.727770298299373053e+01
1.100000000000000000e+03,8.726636463706611835e+01
1.150000000000000000e+03,8.723622861878804713e+01
1.200000000000000000e+03,8.729905319095884408e+01
1.250000000000000000e+03,8.729529174664531865e+01
1.300000000000000000e+03,8.726962579027178890e+01
1.350000000000000000e+03,8.726524661606474353e+01
1.400000000000000000e+03,8.724824472445169476e+01
1.450000000000000000e+03,8.730215441148163791e+01
1.500000000000000000e+03,8.726066814398646443e+01
1.550000000000000000e+03,8.729271527876787218e+01
1.600000000000000000e+03,8.723909963486603658e+01
1.650000000000000000e+03,8.723169339666500832e+01
1.700000000000000000e+03,8.719967980807898300e+01
1.750000000000000000e+03,8.726108827354003949e+01
1.800000000000000000e+03,8.723321042511243206e+01
1.850000000000000000e+03,8.722238076176205368e+01
1.900000000000000000e+03,8.720763566573522496e+01
1.950000000000000000e+03,8.719991758596154341e+01
2.000000000000000000e+03,8.716318343920353584e+01
2.050000000000000000e+03,8.723573257834426897e+01
2.100000000000000000e+03,8.725609185777312859e+01
2.150000000000000000e+03,8.721611673477833904e+01
2.200000000000000000e+03,8.718148263838389767e+01
2.250000000000000000e+03,8.716455942482127739e+01
2.300000000000000000e+03,8.713000747507966537e+01
2.350000000000000000e+03,8.713873077125361988e+01
2.400000000000000000e+03,8.715559976956390642e+01
2.450000000000000000e+03,8.717523251482973023e+01
2.500000000000000000e+03,8.721484080733794997e+01
2.550000000000000000e+03,8.713737824521278696e+01
2.600000000000000000e+03,8.717861575823228293e+01
2.650000000000000000e+03,8.719057395325823734e+01
2.700000000000000000e+03,8.715763081914120392e+01
2.750000000000000000e+03,8.713493345005426249e+01
2.800000000000000000e+03,8.717629101019959137e+01
2.850000000000000000e+03,8.714027232132779943e+01
2.900000000000000000e+03,8.711643873775707902e+01
2.950000000000000000e+03,8.708722268954083745e+01
3.000000000000000000e+03,8.707186295941178855e+01
3.050000000000000000e+03,8.710798329305740140e+01
3.100000000000000000e+03,8.709755912055929628e+01
3.150000000000000000e+03,8.706706422976624538e+01
3.200000000000000000e+03,8.711249955124321787e+01
3.250000000000000000e+03,8.705570243258718222e+01
3.300000000000000000e+03,8.710010959973989486e+01
3.350000000000000000e+03,8.707829904019564538e+01
3.400000000000000000e+03,8.704869546837436189e+01
3.450000000000000000e+03,8.702977622243005840e+01
3.500000000000000000e+03,8.705834964001900289e+01
3.550000000000000000e+03,8.705889268756257593e+01
3.600000000000000000e+03,8.705289811113249243e+01
3.650000000000000000e+03,8.706745936756539095e+01
3.700000000000000000e+03,8.704489363825237547e+01
3.750000000000000000e+03,8.707197781802774728e+01
3.800000000000000000e+03,8.711742736876794879e+01
3.850000000000000000e+03,8.706047269340128025e+01
3.900000000000000000e+03,8.706014197606708649e+01
3.950000000000000000e+03,8.700867531694694890e+01
4.000000000000000000e+03,8.699172497790769398e+01
4.050000000000000000e+03,8.703106616047837463e+01
4.100000000000000000e+03,8.704086004566470081e+01
4.150000000000000000e+03,8.705280021767082133e+01
4.200000000000000000e+03,8.703043482399053232e+01
4.250000000000000000e+03,8.702550127973685790e+01
4.300000000000000000e+03,8.703138064411729147e+01
4.350000000000000000e+03,8.703254241827595195e+01
4.400000000000000000e+03,8.704864612262200296e+01
4.450000000000000000e+03,8.707959901354496424e+01
4.500000000000000000e+03,8.704856620694373248e+01
4.550000000000000000e+03,8.706671290147212972e+01
4.600000000000000000e+03,8.706375660331124777e+01
4.650000000000000000e+03,8.700655187413809699e+01
4.700000000000000000e+03,8.706363296246561845e+01
4.750000000000000000e+03,8.706615229566769187e+01
4.800000000000000000e+03,8.709805685502786332e+01
4.850000000000000000e+03,8.706591439685729483e+01
4.900000000000000000e+03,8.709323634448223572e+01
4.950000000000000000e+03,8.706542417149766777e+01
5.000000000000000000e+03,8.709494230588106234e+01
5.050000000000000000e+03,8.712625305722758640e+01
5.100000000000000000e+03,8.704744228247589888e+01
5.150000000000000000e+03,8.707893173429795297e+01
5.200000000000000000e+03,8.708381519702848550e+01
5.250000000000000000e+03,8.704585664373558984e+01
5.300000000000000000e+03,8.712745837200117194e+01
5.350000000000000000e+03,8.708925644165329061e+01
5.400000000000000000e+03,8.712677371949169469e+01
5.450000000000000000e+03,8.715680672997092415e+01
5.500000000000000000e+03,8.711199001454328084e+01
5.550000000000000000e+03,8.711586221670903285e+01
5.600000000000000000e+03,8.707691087157763832e+01
5.650000000000000000e+03,8.702816914880183674e+01
5.700000000000000000e+03,8.710513428843853490e+01
5.750000000000000000e+03,8.708103711318571527e+01
5.800000000000000000e+03,8.708879123469871786e+01
5.850000000000000000e+03,8.706568125830908400e+01
5.900000000000000000e+03,8.707634511801373378e+01
5.950000000000000000e+03,8.703028053587017610e+01
6.000000000000000000e+03,8.702885698685939531e+01
6.050000000000000000e+03,8.705212447542298548e+01
6.100000000000000000e+03,8.708200989112579293e+01
6.150000000000000000e+03,8.705438075982918633e+01
6.200000000000000000e+03,8.709373218219860746e+01
6.250000000000000000e+03,8.707125735847218095e+01
6.300000000000000000e+03,8.701010516365208503e+01
6.350000000000000000e+03,8.706510584909328543e+01
6.400000000000000000e+03,8.708316145347923509e+01
6.450000000000000000e+03,8.706965363566584415e+01
6.500000000000000000e+03,8.709361846388641482e+01
6.550000000000000000e+03,8.711381916853021323e+01
