# Time,Radius_of_Gyration
0.000000000000000000e+00,8.724441707677623015e+01
5.000000000000000000e+01,8.727791162754043341e+01
1.000000000000000000e+02,8.727221180407541112e+01
1.500000000000000000e+02,8.723446521687327504e+01
2.000000000000000000e+02,8.724311761509726182e+01
2.500000000000000000e+02,8.721694206842556696e+01
3.000000000000000000e+02,8.720620927867045680e+01
3.500000000000000000e+02,8.729991777601635761e+01
4.000000000000000000e+02,8.726983044907338183e+01
4.500000000000000000e+02,8.724790587411349918e+01
5.000000000000000000e+02,8.719449891101612593e+01
5.500000000000000000e+02,8.723274812104394016e+01
6.000000000000000000e+02,8.724835763753236506e+01
6.500000000000000000e+02,8.727028829682977573e+01
7.000000000000000000e+02,8.728949636548934166e+01
7.500000000000000000e+02,8.724328157381826543e+01
8.000000000000000000e+02,8.732158404136401941e+01
8.500000000000000000e+02,8.729869665501587406e+01
9.000000000000000000e+02,8.728373900067371949e+01
9.500000000000000000e+02,8.727006637940023381e+01
1.000000000000000000e+03,8.732506282521217145e+01
1.050000000000000000e+03,8.724974582404232137e+01
1.100000000000000000e+03,8.731453656036225652e+01
1.150000000000000000e+03,8.728800861013934309e+01
1.200000000000000000e+03,8.737935888776671334e+01
1.250000000000000000e+03,8.725397347112549085e+01
1.300000000000000000e+03,8.724943903130666456e+01
1.350000000000000000e+03,8.728656706458615133e+01
1.400000000000000000e+03,8.729224634931303228e+01
1.450000000000000000e+03,8.722366367091034078e+01
1.500000000000000000e+03,8.726445470196657084e+01
1.550000000000000000e+03,8.732121928452771442e+01
1.600000000000000000e+03,8.730288596398835921e+01
1.650000000000000000e+03,8.734587326868725654e+01
1.700000000000000000e+03,8.734677211949222908e+01
1.750000000000000000e+03,8.730509040724966496e+01
1.800000000000000000e+03,8.727509920441688962e+01
1.850000000000000000e+03,8.732693759049593041e+01
1.900000000000000000e+03,8.733046264666482728e+01
1.950000000000000000e+03,8.727651281995481725e+01
2.000000000000000000e+03,8.734037396858940383e+01
