Frame,Time (ns),RMSD
0.0,0.0,0.0
1.0,1.0000000328495406,1.335572745345604
2.0,2.0000000656990813,1.4540480073572914
3.0,3.0000000985486217,1.554093427553538
4.0,4.000000131398163,1.627980641774923
5.0,5.000000164247703,1.8669022833337225
6.0,6.000000197097243,1.8947526811165463
7.0,7.000000229946784,1.8869439428859194
8.0,8.000000262796325,1.8020834783462614
9.0,9.000000295645865,1.946039975454016
10.0,10.000000328495407,1.9563269580314215
11.0,11.000000361344947,2.048281529202958
12.0,12.000000394194487,2.1540437295708044
13.0,13.000000427044029,2.315214830506947
14.0,14.000000459893569,2.042686539076394
15.0,15.00000049274311,2.198783678954283
16.0,16.00000052559265,2.0304825457817737
17.0,17.000000558442192,2.143546507053454
18.0,18.00000059129173,2.167709173501296
19.0,19.000000624141272,2.2795819046542016
20.0,20.000000656990814,2.34705490775522
21.0,21.000000689840352,2.3730721377118194
22.0,22.000000722689894,2.5722418222279275
23.0,23.000000755539435,2.5776412000534954
24.0,24.000000788388974,2.6549886944661254
25.0,25.000000821238515,2.7562587483545955
26.0,26.000000854088057,2.5624920270214524
27.0,27.0000008869376,2.6634939897358736
28.0,28.000000919787137,2.634043953151903
29.0,29.00000095263668,2.7588141318825854
30.0,30.00000098548622,2.8621474622580965
31.0,31.00000101833576,2.7243418815351803
32.0,32.0000010511853,2.7328206390424223
33.0,33.00000108403484,2.676547186193071
34.0,34.000001116884384,2.6908786780331093
35.0,35.000001149733926,2.6648824441064103
36.0,36.00000118258346,2.557332424107452
37.0,37.000001215433,2.552300140263764
38.0,38.000001248282544,2.7036081289904095
39.0,39.000001281132086,2.8622548537815664
40.0,40.00000131398163,2.9469735911260524
41.0,41.00000134683117,2.8791774335655234
42.0,42.000001379680704,2.796801084374844
43.0,43.000001412530246,2.8376659754238136
44.0,44.00000144537979,2.85593771783241
45.0,45.00000147822933,2.843586606359698
46.0,46.00000151107887,2.843723653662539
47.0,47.00000154392841,2.899967165453306
48.0,48.00000157677795,2.834354204317343
49.0,49.00000160962749,2.6388234768744527
50.0,50.00000164247703,2.500830894191806
51.0,51.00000167532657,2.543174853915529
52.0,52.000001708176114,2.681179748422398
53.0,53.000001741025656,2.524258428765155
54.0,54.0000017738752,2.620949364603115
55.0,55.00000180672473,2.709576201177293
56.0,56.000001839574274,2.583312595246153
57.0,57.000001872423816,2.481200389807681
58.0,58.00000190527336,2.6065006750016546
59.0,59.0000019381229,2.6492317422501266
60.0,60.00000197097244,2.527303624691475
61.0,61.000002003821976,2.534550102034366
62.0,62.00000203667152,2.706948420543797
63.0,63.00000206952106,2.6388555283356547
64.0,64.0000021023706,2.7227549620797937
65.0,65.00000213522014,2.882748998031839
66.0,66.00000216806968,2.7814528248129884
67.0,67.00000220091923,2.6682042403909088
68.0,68.00000223376877,2.6746107180029375
69.0,69.00000226661831,2.5229468481082162
70.0,70.00000229946785,2.5678273478705043
71.0,71.00000233231738,2.621645775025042
72.0,72.00000236516692,2.6386856148639612
73.0,73.00000239801646,2.7131066310370033
74.0,74.000002430866,2.8382532052192273
75.0,75.00000246371555,2.698670691840836
76.0,76.00000249656509,2.5754598199587986
77.0,77.00000252941463,2.6221664938724927
78.0,78.00000256226417,2.5750489848797478
79.0,79.00000259511371,2.612372448397855
80.0,80.00000262796326,2.54957076413695
81.0,81.0000026608128,2.630634563079749
82.0,82.00000269366234,2.5519346519660946
83.0,83.00000272651188,2.5557164619345
84.0,84.00000275936141,2.5617562012977824
85.0,85.00000279221095,2.777687837946432
86.0,86.00000282506049,2.871383778628562
87.0,87.00000285791003,2.719145399695777
88.0,88.00000289075957,2.7216711417119237
89.0,89.00000292360912,2.588211806325273
90.0,90.00000295645866,2.770733282603075
91.0,91.0000029893082,2.7707843354360104
92.0,92.00000302215774,2.9872480995897384
93.0,93.00000305500728,2.9920797967508608
94.0,94.00000308785683,2.9515913370736513
95.0,95.00000312070637,2.728573445386044
96.0,96.0000031535559,2.956103477039272
97.0,97.00000318640544,2.7628857683986943
98.0,98.00000321925498,2.922449085906547
99.0,99.00000325210452,2.958058929113222
100.0,100.00000328495406,2.843883519301584
101.0,101.0000033178036,2.697747053300852
102.0,102.00000335065315,2.906669993763133
103.0,103.00000338350269,3.0317536234915767
104.0,104.00000341635223,3.050007310984093
105.0,105.00000344920177,3.1447894365808393
106.0,106.00000348205131,3.1897167013105583
107.0,107.00000351490085,3.0832097125325966
108.0,108.0000035477504,2.998405259254948
109.0,109.00000358059992,3.011766567544865
110.0,110.00000361344946,2.8425515571880537
111.0,111.000003646299,2.865674515608301
112.0,112.00000367914855,2.857531121091248
113.0,113.00000371199809,2.962326445376634
114.0,114.00000374484763,2.93949415862069
115.0,115.00000377769717,2.9290792265272496
116.0,116.00000381054672,2.9394804683900184
117.0,117.00000384339626,2.9723030471497176
118.0,118.0000038762458,2.9628733721850007
119.0,119.00000390909534,3.109810762500249
120.0,120.00000394194488,3.0617121886420886
121.0,121.00000397479442,3.015602798963387
122.0,122.00000400764395,2.9317906117078785
123.0,123.0000040404935,2.852550846859447
124.0,124.00000407334304,2.9272242030636586
125.0,125.00000410619258,2.80684930218899
126.0,126.00000413904212,2.9847059116956007
127.0,127.00000417189166,2.9981317817454407
128.0,128.0000042047412,3.1303922067937093
129.0,129.00000423759073,2.9400571228561385
130.0,130.0000042704403,2.791166925215076
131.0,131.0000043032898,2.9915300888376817
132.0,132.00000433613937,2.925048305442218
133.0,133.0000043689889,2.787315941040891
134.0,134.00000440183845,2.902482424912731
135.0,135.00000443468798,3.100819832707909
136.0,136.00000446753754,2.97380336474671
137.0,137.00000450038706,3.0094724627144314
138.0,138.00000453323662,2.8941722001141574
139.0,139.00000456608615,2.87470807036274
140.0,140.0000045989357,2.912769240599796
141.0,141.00000463178523,2.9765505356097766
142.0,142.00000466463476,2.909091100242475
143.0,143.00000469748431,3.0185244933368
144.0,144.00000473033384,3.018275663143687
145.0,145.0000047631834,3.121887956641421
146.0,146.00000479603293,3.014510284319488
147.0,147.00000482888248,3.2137207914650956
148.0,148.000004861732,3.1729533732778954
149.0,149.00000489458156,3.1382472470061478
150.0,150.0000049274311,3.067422345293946
151.0,151.00000496028065,3.0848623818473286
152.0,152.00000499313018,3.1023280137084313
153.0,153.00000502597973,3.167032892379327
154.0,154.00000505882926,3.317211693640463
155.0,155.0000050916788,3.1296478238581127
156.0,156.00000512452834,3.00727080157359
157.0,157.00000515737787,3.267741100983024
158.0,158.00000519022743,3.3207325695676757
159.0,159.00000522307695,3.4010275663525094
160.0,160.0000052559265,3.2063417005649155
161.0,161.00000528877604,3.2155179130901943
162.0,162.0000053216256,3.17068004517595
163.0,163.00000535447512,3.1191515448114324
164.0,164.00000538732468,3.0524436908427033
165.0,165.0000054201742,3.2385178754679487
166.0,166.00000545302376,3.155834656260556
167.0,167.0000054858733,3.1085013375784714
168.0,168.00000551872282,3.2293630046636577
169.0,169.00000555157237,3.219973888555951
170.0,170.0000055844219,2.9546318555702165
171.0,171.00000561727146,3.310718737622582
172.0,172.00000565012098,3.113819758832626
173.0,173.00000568297054,3.1476991448523006
174.0,174.00000571582007,3.313830077555451
175.0,175.00000574866962,3.2238336839152675
176.0,176.00000578151915,3.3263998256462304
177.0,177.0000058143687,3.163236629898617
178.0,178.00000584721823,3.2053593957874784
179.0,179.0000058800678,3.3067510791800987
180.0,180.00000591291732,3.478551782755618
181.0,181.00000594576684,3.6089595331955584
182.0,182.0000059786164,3.2361087672467512
183.0,183.00000601146593,3.266465529838177
184.0,184.00000604431548,3.2675438973737547
185.0,185.000006077165,3.3333846488750045
186.0,186.00000611001457,3.345731747152774
187.0,187.0000061428641,3.1294033833703794
188.0,188.00000617571365,3.2034208583540504
189.0,189.00000620856318,3.3904950096027777
190.0,190.00000624141273,3.411792199799797
191.0,191.00000627426226,3.3269593880523507
192.0,192.0000063071118,3.1992964863120643
193.0,193.00000633996135,3.3224830135465875
194.0,194.00000637281087,3.144076254826574
195.0,195.00000640566043,3.3271569698586743
196.0,196.00000643850996,3.445268154415762
197.0,197.0000064713595,3.308393411248726
198.0,198.00000650420904,3.260049261438729
199.0,199.0000065370586,3.379467468212659
200.0,200.00000656990812,3.351359235061779
201.0,201.00000660275768,3.505933064662312
202.0,202.0000066356072,3.5102401035467645
203.0,203.00000666845676,3.2174504731253757
204.0,204.0000067013063,3.1926700491473365
205.0,205.00000673415582,3.3316104845701546
206.0,206.00000676700537,3.177863065478425
207.0,207.0000067998549,3.1941446272855694
208.0,208.00000683270446,3.2263968322966847
209.0,209.00000686555398,3.058613356719857
210.0,210.00000689840354,3.2378813868393848
211.0,211.00000693125307,3.349320944907074
212.0,212.00000696410262,3.284303630153897
213.0,213.00000699695215,3.2763851228673966
214.0,214.0000070298017,3.517230882198592
215.0,215.00000706265124,3.5246921283897956
216.0,216.0000070955008,3.484594570549484
217.0,217.00000712835032,3.513831228082621
218.0,218.00000716119985,3.4468586274863178
219.0,219.0000071940494,3.3535414429334223
220.0,220.00000722689893,3.5222827827347705
221.0,221.0000072597485,3.4288735160955337
222.0,222.000007292598,3.482339994868686
223.0,223.00000732544757,3.3545690853235794
224.0,224.0000073582971,3.349307522071146
225.0,225.00000739114665,3.299369809660487
226.0,226.00000742399618,3.3712122893532213
227.0,227.00000745684574,3.4647067970115617
228.0,228.00000748969526,3.4839598232919915
229.0,229.00000752254482,3.237554658389013
230.0,230.00000755539435,3.1844646021402023
231.0,231.00000758824388,3.189109319345777
232.0,232.00000762109343,3.3849694781247734
233.0,233.00000765394296,3.3541605198689757
234.0,234.00000768679251,3.411582995367931
235.0,235.00000771964204,3.2220263472196855
236.0,236.0000077524916,3.286561996660181
237.0,237.00000778534113,3.400009050751074
238.0,238.00000781819068,3.3545634759099454
239.0,239.0000078510402,3.305340787959877
240.0,240.00000788388977,3.537395634018187
241.0,241.0000079167393,3.3914673981330243
242.0,242.00000794958885,3.289387884727633
243.0,243.00000798243838,3.3597281187493864
244.0,244.0000080152879,3.3062821667305275
245.0,245.00000804813746,3.233465764935799
246.0,246.000008080987,3.347459515108517
247.0,247.00000811383654,3.588049642459266
248.0,248.00000814668607,3.454337788510528
249.0,249.00000817953563,3.5215700485242865
250.0,250.00000821238515,3.445171846807044
251.0,251.0000082452347,3.5553615493911517
252.0,252.00000827808424,3.576232690409564
253.0,253.0000083109338,3.6052347710807795
254.0,254.00000834378332,3.4610302300803766
255.0,255.00000837663288,3.384073722536203
256.0,256.0000084094824,3.4125490666492646
257.0,257.00000844233193,3.476764128023162
258.0,258.00000847518146,3.421165795697147
259.0,259.00000850803104,3.4873858974640086
260.0,260.0000085408806,3.4576010846982275
261.0,261.0000085737301,3.3631385912886818
262.0,262.0000086065796,3.439772098972727
263.0,263.0000086394292,3.4144741858752274
264.0,264.00000867227874,3.3377684407302324
265.0,265.00000870512827,3.2806063564152512
266.0,266.0000087379778,3.2544810404357953
267.0,267.0000087708274,3.3412495417521577
268.0,268.0000088036769,3.4722639593159657
269.0,269.00000883652643,3.449519528823497
270.0,270.00000886937596,3.539538384496401
271.0,271.0000089022255,3.240070079952935
272.0,272.0000089350751,3.3995951330095204
273.0,273.0000089679246,3.373436357185283
274.0,274.0000090007741,3.2894869412829606
275.0,275.00000903362366,3.241848667600898
276.0,276.00000906647324,3.236083790657108
277.0,277.00000909932277,3.2295885683701773
278.0,278.0000091321723,3.2031097753082136
279.0,279.0000091650218,3.3990784421439075
280.0,280.0000091978714,3.473365244433742
281.0,281.00000923072093,3.454964887287062
282.0,282.00000926357046,3.601695259510965
283.0,283.00000929642,3.4723283905384568
284.0,284.0000093292695,3.752274186252684
285.0,285.0000093621191,3.545814452416824
286.0,286.00000939496863,3.6415743637571345
287.0,287.00000942781816,3.5423742691587177
288.0,288.0000094606677,3.433339890255887
289.0,289.00000949351727,3.355613974628401
290.0,290.0000095263668,3.3553877059912085
291.0,291.0000095592163,3.415008872492837
292.0,292.00000959206585,3.457514568206176
293.0,293.00000962491544,3.4185672912570237
294.0,294.00000965776496,3.3478885757408947
295.0,295.0000096906145,3.51318576394319
296.0,296.000009723464,3.5684552497985953
297.0,297.00000975631355,3.4313647310012225
298.0,298.00000978916313,3.610689092754171
299.0,299.00000982201266,3.4672078865832665
300.0,300.0000098548622,3.5341846142715077
301.0,301.0000098877117,3.4786931371612098
302.0,302.0000099205613,3.403330046962986
303.0,303.0000099534108,3.3583830354028263
304.0,304.00000998626035,3.425335162843324
305.0,305.0000100191099,3.365586140395302
306.0,306.00001005195946,3.251421861555343
307.0,307.000010084809,3.242977597458282
308.0,308.0000101176585,3.3494300803141486
309.0,309.00001015050805,3.3050712228867423
310.0,310.0000101833576,3.4593168077585386
311.0,311.00001021620716,3.4628923003467196
312.0,312.0000102490567,3.266285553361234
313.0,313.0000102819062,3.3340841317192114
314.0,314.00001031475574,3.3112799801024226
315.0,315.0000103476053,3.177773627906691
316.0,316.00001038045485,3.4200786974429103
317.0,317.0000104133044,3.3411020956046666
318.0,318.0000104461539,3.225212856725134
319.0,319.0000104790035,3.3406017597286746
320.0,320.000010511853,3.196189843840252
321.0,321.00001054470255,3.1452837170916617
322.0,322.0000105775521,3.1633161398262133
323.0,323.0000106104016,3.411598575149648
324.0,324.0000106432512,3.3855073893264302
325.0,325.0000106761007,3.365488992456456
326.0,326.00001070895024,3.293380464923162
327.0,327.00001074179977,3.340594855453446
328.0,328.00001077464935,3.22000806881109
329.0,329.0000108074989,3.3591506399368454
330.0,330.0000108403484,3.1419866996826538
331.0,331.00001087319794,3.202264943696243
332.0,332.0000109060475,3.1431334352698506
333.0,333.00001093889705,3.0198787617350566
334.0,334.0000109717466,3.0983859361938246
335.0,335.0000110045961,3.188223700864178
336.0,336.00001103744563,3.2746688848271956
337.0,337.0000110702952,3.257411031671926
338.0,338.00001110314474,3.2638810412308916
