Frame,Time (ns),RMSD_ribosome
0.0,0.0,3.3395389361399974e-06
1.0,1.0000000328495406,1.0824330600301233
2.0,2.0000000656990813,1.1800666435610032
3.0,3.0000000985486217,1.274148065739419
4.0,4.000000131398163,1.2566833673609696
5.0,5.000000164247703,1.2659731811653756
6.0,6.000000197097243,1.366349423358568
7.0,7.000000229946784,1.3175371419179434
8.0,8.000000262796325,1.1778677220017706
9.0,9.000000295645865,1.30927883619169
10.0,10.000000328495407,1.4701316305841219
11.0,11.000000361344947,1.4159928825639951
12.0,12.000000394194487,1.3920172927555465
13.0,13.000000427044029,1.350366345174966
14.0,14.000000459893569,1.4641975699705536
15.0,15.00000049274311,1.3706181830240411
16.0,16.00000052559265,1.384232243467552
17.0,17.000000558442192,1.3269971626479384
18.0,18.00000059129173,1.5310887509394748
19.0,19.000000624141272,1.5724879597263475
20.0,20.000000656990814,1.3728059816375218
21.0,21.000000689840352,1.4871150763057346
22.0,22.000000722689894,1.4543130563764128
23.0,23.000000755539435,1.4862737131444799
24.0,24.000000788388974,1.6660324068878887
25.0,25.000000821238515,1.6701641598763082
26.0,26.000000854088057,1.627508036843981
27.0,27.0000008869376,1.737283568639218
28.0,28.000000919787137,1.639881970705607
29.0,29.00000095263668,1.7169375346902616
30.0,30.00000098548622,1.7382174330266962
31.0,31.00000101833576,1.626659020332994
32.0,32.0000010511853,1.73582686164871
33.0,33.00000108403484,1.8715739333016068
34.0,34.000001116884384,1.7012560586055643
35.0,35.000001149733926,1.7555005925781837
36.0,36.00000118258346,1.7853604121620337
37.0,37.000001215433,1.798703663990224
38.0,38.000001248282544,1.7421422271304932
39.0,39.000001281132086,1.667294173113277
40.0,40.00000131398163,1.64435784097066
41.0,41.00000134683117,1.62799540305079
42.0,42.000001379680704,1.6336604680286204
43.0,43.000001412530246,1.63928793057656
44.0,44.00000144537979,1.7780642218700913
45.0,45.00000147822933,1.7226277288083798
46.0,46.00000151107887,1.7599646133119458
47.0,47.00000154392841,1.821830217539019
48.0,48.00000157677795,1.8565498939576943
49.0,49.00000160962749,1.9744076747415409
50.0,50.00000164247703,1.8562715015893647
51.0,51.00000167532657,1.8447023410383199
52.0,52.000001708176114,1.8899068639175745
53.0,53.000001741025656,2.0005703329196036
54.0,54.0000017738752,1.9118094472911338
55.0,55.00000180672473,1.9437690529370886
56.0,56.000001839574274,1.9996521491044341
57.0,57.000001872423816,2.058437337580188
58.0,58.00000190527336,1.9683775393230507
59.0,59.0000019381229,1.9656622074234584
60.0,60.00000197097244,1.9354030579505754
61.0,61.000002003821976,2.0046152871986584
62.0,62.00000203667152,1.9799780837184373
63.0,63.00000206952106,2.026984449813395
64.0,64.0000021023706,2.0565184659192672
65.0,65.00000213522014,2.023218408632001
66.0,66.00000216806968,1.987188564550104
67.0,67.00000220091923,1.9645322767972233
68.0,68.00000223376877,1.951096327586105
69.0,69.00000226661831,2.067829491404786
70.0,70.00000229946785,2.0669819028121887
71.0,71.00000233231738,2.090034468058007
72.0,72.00000236516692,2.456136748735799
73.0,73.00000239801646,2.136220812207014
74.0,74.000002430866,2.1219645148640964
75.0,75.00000246371555,2.0233389547707477
76.0,76.00000249656509,2.025170597394554
77.0,77.00000252941463,2.1500458807300857
78.0,78.00000256226417,2.0876235145489264
79.0,79.00000259511371,1.9708581223304777
80.0,80.00000262796326,1.951742884949892
81.0,81.0000026608128,2.0481672007674683
82.0,82.00000269366234,2.157780304720612
83.0,83.00000272651188,2.1052470469983633
84.0,84.00000275936141,2.0965781654959015
85.0,85.00000279221095,2.2294593014412256
86.0,86.00000282506049,2.19432606232242
87.0,87.00000285791003,2.1948319989814533
88.0,88.00000289075957,2.197784711862689
89.0,89.00000292360912,2.127254424097278
90.0,90.00000295645866,2.149883590933131
91.0,91.0000029893082,2.250653748125658
92.0,92.00000302215774,2.1470048033806206
93.0,93.00000305500728,2.2443244399602196
94.0,94.00000308785683,2.205491338976341
95.0,95.00000312070637,2.1046330575429204
96.0,96.0000031535559,2.1161190688581915
97.0,97.00000318640544,2.088911894923797
98.0,98.00000321925498,2.113727089311424
99.0,99.00000325210452,2.130592119939788
100.0,100.00000328495406,2.147380851220872
101.0,101.0000033178036,2.187375754511624
102.0,102.00000335065315,2.138663114339094
103.0,103.00000338350269,2.116819572510373
104.0,104.00000341635223,2.2062123941381877
105.0,105.00000344920177,2.208638196954178
106.0,106.00000348205131,2.2054953893286666
107.0,107.00000351490085,2.103679009167631
108.0,108.0000035477504,2.2057934763922704
109.0,109.00000358059992,2.005384592023894
110.0,110.00000361344946,2.1253782728597246
111.0,111.000003646299,2.360298785118409
112.0,112.00000367914855,2.2977790000469067
113.0,113.00000371199809,2.2606653679109217
114.0,114.00000374484763,2.2572449000408454
115.0,115.00000377769717,2.1968027349607397
116.0,116.00000381054672,2.346041526952375
117.0,117.00000384339626,2.239605427825512
118.0,118.0000038762458,2.2851043461328295
119.0,119.00000390909534,2.444744149080146
120.0,120.00000394194488,2.4256652560261336
121.0,121.00000397479442,2.411297381086164
122.0,122.00000400764395,2.558308213266506
123.0,123.0000040404935,2.3590185349759034
124.0,124.00000407334304,2.4269454745697225
125.0,125.00000410619258,2.3296192435842067
126.0,126.00000413904212,2.29143350574391
127.0,127.00000417189166,2.3365617316102627
128.0,128.0000042047412,2.208076797029037
129.0,129.00000423759073,2.3706424014939995
130.0,130.0000042704403,2.2049089676485507
131.0,131.0000043032898,2.2267362513871936
132.0,132.00000433613937,2.1358763119933957
133.0,133.0000043689889,2.1827952357952185
