Frame,Time (ns),RMSD_PTC,A,C,D,E
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0000000328495406,0.614485752725364,0.47118758606894434,0.9969220583340371,0.6922517182997279,2.1378639449288928
2.0,2.0000000656990813,0.6328868565111194,0.4953424280286873,1.5728312000555815,1.3110236062313847,0.6045058556020857
3.0,3.0000000985486217,0.6750254254353812,0.4621991419328563,0.6682190214692242,1.129251017062526,2.4207356751904228
4.0,4.000000131398163,0.47695244427324623,0.4471768875541214,0.3224095999185172,0.7055295127379004,0.6717490323288875
5.0,5.000000164247703,0.5321886010693297,0.4708689431392769,0.8039317707058031,0.9509057521651243,0.5589366500498193
6.0,6.000000197097243,0.6286681818677468,0.46033065116567956,0.8978047660025456,1.1657185917265638,1.8153634899592148
7.0,7.000000229946784,0.6254068709025508,0.4916015949964186,0.8216249575538701,0.9373433185198006,1.8934163270923052
8.0,8.000000262796325,0.8048735072112618,0.49675793649565975,1.5928176157513574,1.038596448382427,3.287199499995268
9.0,9.000000295645865,0.6802047554101104,0.488511712694625,0.9062495512469235,0.9932084320899855,2.4179818694097266
10.0,10.000000328495407,0.70544327211814,0.4703640529199092,0.8997482580334137,1.155499736543296,2.591734008083803
11.0,11.000000361344947,0.6801409294393083,0.4887799356249284,0.7939799596380949,0.9017766958233377,2.5346751197127277
12.0,12.000000394194487,0.6479943144522232,0.4789311968838027,1.1121501606208155,0.9545174330486856,2.129562667542679
13.0,13.000000427044029,0.6088349258051594,0.43131434944550173,1.0823392968168488,1.0522016728311672,1.9127468396809126
14.0,14.000000459893569,0.6292372932890593,0.47083932904019565,1.3531370437488517,1.105416776618145,1.6420675756605614
15.0,15.00000049274311,0.6383552695220635,0.47365264825286135,1.6465473959572468,0.7624181781341591,2.036432123697401
16.0,16.00000052559265,0.6494148403721894,0.48959103257209957,0.7950944437326046,0.9464407606083487,2.172875429876915
17.0,17.000000558442192,0.7317274006228276,0.47177625104686055,1.657750188813428,1.2102574674026103,2.5268337577349356
18.0,18.00000059129173,0.6673369035987146,0.5086782107901391,1.4708649498811153,1.1324006352280565,1.707130682728899
19.0,19.000000624141272,0.6435187035365664,0.4572513119299849,1.774849016780284,0.8840188239389437,2.008725158997137
20.0,20.000000656990814,0.7003589192662041,0.4812971474838837,1.2691209755195094,1.2574616827400726,2.2239564450887346
21.0,21.000000689840352,0.6564178242651864,0.5012209135885111,1.1349322169995786,0.8655264270091628,2.154104987434714
22.0,22.000000722689894,0.706969442719733,0.47633139741765707,0.7494016960520614,1.4470042914528596,2.1815613743516846
23.0,23.000000755539435,0.6460923031638199,0.4791138577948014,0.8822310140155457,0.9639041966654037,2.1678209145308305
24.0,24.000000788388974,0.5977598761187385,0.46711351362010073,1.2116430791068868,1.0028742270040192,1.4989232111007433
25.0,25.000000821238515,0.6548693955519851,0.46793137894788944,2.2513768440711224,0.9464751263294133,1.6331199658288424
26.0,26.000000854088057,0.7259932133954671,0.4699619597718981,0.6684773018553815,1.3241745422750841,2.6276477190241225
27.0,27.0000008869376,0.6531872721196069,0.4486126666349794,1.1104300455970242,0.9109614830637723,2.4241303442217843
28.0,28.000000919787137,0.637537270880283,0.48930380974588705,1.6248894074838267,0.9305855997785152,1.7104362039874472
29.0,29.00000095263668,0.672524227452001,0.5105761360971547,0.6375208545479972,0.9076058243558423,2.344312191532828
30.0,30.00000098548622,0.6357990334741829,0.4499164776711696,0.8773871140925819,0.9796094050911114,2.236749005314485
31.0,31.00000101833576,0.6618496702061435,0.47785769653260485,1.1908570399662393,1.1721003302798638,1.9646259811361733
32.0,32.0000010511853,0.6986170060187338,0.4821280788265499,0.9844611207165394,1.184332112563875,2.3953797606475313
33.0,33.00000108403484,0.6666598866046398,0.47496152367959,0.9208367047396046,1.1370523948895934,2.1840529716047583
34.0,34.000001116884384,0.6421445208169498,0.47623611169527214,0.7284426170974512,1.1789018093034027,1.8817012273463123
35.0,35.000001149733926,0.6508009217072639,0.4774130107886734,0.9776089445873575,1.0203223075822512,2.133406366180277
36.0,36.00000118258346,0.6505399528736402,0.493518938997681,0.6505478932686127,0.9192884387618186,2.2196654704822043
37.0,37.000001215433,0.6057739191475795,0.461226663496567,1.053824850692318,0.7470089120064896,2.0480112445031637
38.0,38.000001248282544,0.6756474409251387,0.47595440574685305,1.148642323056193,1.2911087652905102,1.9644192049149063
39.0,39.000001281132086,0.6285351916258015,0.467795596783644,0.7949395933815586,0.9321047124372447,2.1202446635020316
40.0,40.00000131398163,0.7001060799009525,0.5061296842750362,0.955143563173091,1.3866492263019996,1.9286587174756369
41.0,41.00000134683117,0.7122185788049539,0.4801962390026061,1.1686722972826946,1.1664247022800853,2.51561878735732
42.0,42.000001379680704,0.6529542628549235,0.480781642523715,0.9504569371515292,1.1698584731572577,1.9266462467055236
43.0,43.000001412530246,0.7010292517245293,0.4647252800474015,0.8680791354215697,1.169648328907326,2.5710877605892324
44.0,44.00000144537979,0.6475959271709665,0.45275444260090103,1.127649468131575,1.1399748670967251,2.054713525048435
45.0,45.00000147822933,0.6386048768054836,0.4686988896356262,1.4609141816879847,0.9202694403143982,1.9952311781850638
46.0,46.00000151107887,0.6820537922500481,0.4598545587261465,1.2427427362127064,1.156884834324804,2.316782133893677
47.0,47.00000154392841,0.6796030142552297,0.45691681002392076,1.4870937877721606,1.2913697415919223,2.002532239832317
48.0,48.00000157677795,0.6267936396180132,0.4590691679248446,1.3374791139503,0.9206431552990582,1.989032566825892
