Frame,Time (ns),RMSD_PTC,A,C,D,E
0.0,0.0,3.6878070413424054e-07,0.0,0.0,0.0,0.0
1.0,1.0000000328495406,0.4686199748129067,0.426766889502507,0.6702865340439451,0.5911937845383017,0.9456569773072906
2.0,2.0000000656990813,0.5189824272645024,0.44344799185310935,1.1080891021701924,0.5685502066371378,1.3283159443697996
3.0,3.0000000985486217,0.5287880473947028,0.47419478652928526,0.82387074849091,0.6688486328273127,1.1322069502074905
4.0,4.000000131398163,0.5298236244224902,0.4553485147627731,0.741654281058503,0.8887077552320142,1.021051111621066
5.0,5.000000164247703,0.5175137365090622,0.46683248910205527,0.30269787793349817,0.7428654255266582,1.091341221875981
6.0,6.000000197097243,0.535661216311832,0.4675890742135809,1.232877378122449,0.5019154149702336,1.3031196215621714
7.0,7.000000229946784,0.49746925031167555,0.4578445314524328,0.43429984683158324,0.6669214944721896,0.9729639412403304
8.0,8.000000262796325,0.5055977010310819,0.4330604797394594,1.3113207530534643,0.6338950837344823,1.0115447129994126
9.0,9.000000295645865,0.5102599920963465,0.4581691000528397,0.5600039733290643,0.76480241900736,0.9695573946145445
10.0,10.000000328495407,0.48777532811122853,0.44226746734550887,0.8382320951746808,0.6362396594693924,0.8996051486497925
11.0,11.000000361344947,0.5018374143367957,0.4317533205018099,1.285619279561034,0.619221318907221,1.008506461414158
12.0,12.000000394194487,0.4773859947701653,0.4458419932775025,0.9702452759134823,0.39067518436223353,0.9302994589651353
13.0,13.000000427044029,0.47693208607198456,0.4388504698756353,0.35156167737215543,0.7903575070595447,0.5746576962872721
14.0,14.000000459893569,0.5078241507058658,0.46296685220073847,0.21860207039197913,0.7894816951770675,0.8877143519143824
15.0,15.00000049274311,0.4917590651870062,0.46936901406143045,0.5633548419626871,0.43717250419340514,1.0004860056822866
16.0,16.00000052559265,0.47625270219418836,0.4577159442863499,0.8797798932235177,0.4107879086518873,0.7478940203383914
17.0,17.000000558442192,0.5488202362278297,0.4254494818399982,0.6087160492901078,1.0508772841113314,1.37091419793048
18.0,18.00000059129173,0.5322666867798332,0.46536529979561503,0.8626923739590191,0.882858421180327,0.8627118503462626
19.0,19.000000624141272,0.5291361356123757,0.5104397293913148,0.5990793457268916,0.7152903783979926,0.467563928370614
20.0,20.000000656990814,0.47279492534713363,0.41728508516221524,0.8569820506674752,0.7832248748936605,0.625565411341433
21.0,21.000000689840352,0.48268047875914144,0.4405952434777145,0.550280361879451,0.6211776830324891,0.9981129246755296
22.0,22.000000722689894,0.47205871973661007,0.398998789860936,1.0568292246154416,0.7481452478751105,0.8499978542195794
23.0,23.000000755539435,0.5063789300591219,0.4651973468760082,0.9119942863743713,0.5655143343648074,0.9785299488371232
24.0,24.000000788388974,0.5109528465382565,0.44642828936280554,0.9608428134930718,0.7576482461947426,0.9595276357988932
25.0,25.000000821238515,0.4399813083208823,0.4174209705764402,0.604519937350916,0.4497629547268684,0.8135615148612481
26.0,26.000000854088057,0.48741793389269117,0.440478968329711,0.6143103086112129,0.7074158381838942,0.8989535092635597
27.0,27.0000008869376,0.4628748057485739,0.38813870392218736,1.1436168962217006,0.529883030128586,1.1404461869933211
28.0,28.000000919787137,0.46561966531373544,0.4329178707700908,0.6244076229586498,0.5936988357247113,0.8125895053901104
29.0,29.00000095263668,0.5030265886380475,0.4546823363453338,0.7143721057893135,0.5237236044760826,1.2147321107210975
30.0,30.00000098548622,0.48986477934163253,0.47255228502670443,0.5416672048305521,0.49119800975046535,0.8502380075198642
31.0,31.00000101833576,0.5136244888929622,0.4738378495631403,0.5252733476658593,0.5358469246695646,1.1935567201239463
32.0,32.0000010511853,0.5582323213579445,0.49567825711755686,1.322629928378449,0.6197820602685638,1.1070086584653245
33.0,33.00000108403484,0.5053104841541541,0.4484241922693625,1.1362087514735848,0.7256317956780203,0.735992430915658
34.0,34.000001116884384,0.48078648954969866,0.4395125206472598,0.6828813125859053,0.7155690070446046,0.7179991678294341
35.0,35.000001149733926,0.5374544046196064,0.47047624552043055,0.9060840378614159,0.6762009288062456,1.2650453768593877
36.0,36.00000118258346,0.46881193797986775,0.43620203433721955,0.6598984049936355,0.4812507427104327,0.9844766593322173
37.0,37.000001215433,0.5278136914665437,0.4601745408547426,1.407333672210132,0.5483809132290268,1.0857329840753096
38.0,38.000001248282544,0.5418648439335609,0.44859381279594285,0.7816581658960925,0.8331176497055602,1.3815653040714675
39.0,39.000001281132086,0.507589175743256,0.46356738981465895,0.6471998757922577,0.49840919121932153,1.2305862420649707
40.0,40.00000131398163,0.49438359760049283,0.43285827408269506,0.424001278100834,0.7791059396922243,1.052676700765758
41.0,41.00000134683117,0.4984809799553521,0.4207218680359831,0.6126421134088134,0.8294436713856248,1.1097376775585668
42.0,42.000001379680704,0.4854521748766835,0.43851551342776407,0.9415054304442014,0.6765316730072172,0.7540478162441056
43.0,43.000001412530246,0.45658107917843027,0.4268247269788474,0.9426716502228889,0.5402670781176585,0.5968453939858595
44.0,44.00000144537979,0.5060542814570107,0.44016394254317437,0.6641577166118962,0.4909915695305419,1.4581922057006145
45.0,45.00000147822933,0.5201901447445874,0.4745502420434136,0.7578161993386547,0.6286466660442936,1.0762894216955612
46.0,46.00000151107887,0.4706566085016542,0.4212870816817325,0.4426253747333299,0.803432694307328,0.6983651984699148
47.0,47.00000154392841,0.5085983039258228,0.472172895487068,0.28966962204277064,0.7148265178971244,0.9065006862176835
48.0,48.00000157677795,0.5149093898226004,0.44790985520650706,0.7847116256196566,0.6168314813253654,1.3209964666731249
49.0,49.00000160962749,0.5073946208140413,0.46582701387466985,0.8486000521877799,0.620234950367765,0.9366202914068783
50.0,50.00000164247703,0.4916574174176116,0.4505262964543917,0.9749396675184278,0.4162190685381143,1.0798688977040516
51.0,51.00000167532657,0.5382961449266643,0.4600923332932201,0.7151227410531585,0.6596843776472707,1.4834645785424547
52.0,52.000001708176114,0.4965518111163884,0.47759577468695513,0.7091217311277723,0.5315841930954487,0.7471578817842148
53.0,53.000001741025656,0.4800284805744799,0.45265071400698065,0.6837795411680052,0.5349754784101182,0.8507121611117124
54.0,54.0000017738752,0.5588586624701956,0.46520573067995413,1.6227789004304356,0.8099418106980937,0.9238729961581794
55.0,55.00000180672473,0.46607515183970255,0.40349973324207444,0.6222512633813484,0.7440498812171457,0.9549220694236703
56.0,56.000001839574274,0.5621467996268441,0.4721601432198106,0.9797380389090021,0.9772054152078474,1.0484555550023142
57.0,57.000001872423816,0.5838936988330269,0.4707027524760849,1.2902427922798454,1.0224156747903097,1.1490330804238584
58.0,58.00000190527336,0.5643149729485278,0.48329035096654777,0.9791535259009824,0.9224618221534047,1.063600766026826
59.0,59.0000019381229,0.5716882252462326,0.4877984334109081,0.7405426650915998,1.0307820765139761,1.0010914161159046
60.0,60.00000197097244,0.537927162498347,0.4536988818762718,0.8244594595648234,0.9841946784024455,0.9136568459529787
61.0,61.000002003821976,0.49852532095434693,0.4161774357570172,0.3533762995142474,1.026904744963752,0.7360369563433946
62.0,62.00000203667152,0.5249170674836678,0.4751536402651944,0.7369223506688191,0.8660033829774125,0.625647388400903
63.0,63.00000206952106,0.5742480086107571,0.45665486940909883,0.9677841846960851,1.1232574393286747,1.1128480218978904
64.0,64.0000021023706,0.6289782291379573,0.47723525667202954,0.9812981541168572,1.4145566612478164,0.998024068575399
65.0,65.00000213522014,0.5547948695473797,0.4367736345920389,0.4497842038094223,1.1980929705502599,1.0187960180804054
66.0,66.00000216806968,0.5723505328712692,0.4490551674228604,1.2233615693392421,1.152722163931356,0.907936953671136
67.0,67.00000220091923,0.5817209958047742,0.4782544971515757,0.5950854960754666,1.206878253306478,0.8846198314082487
68.0,68.00000223376877,0.5589078700964374,0.45791880687972447,0.8126471400852786,1.0813979917342924,1.0062409994663366
69.0,69.00000226661831,0.5878538459289825,0.4510638149788357,1.028111798968056,1.1245687757671443,1.3686752109387066
70.0,70.00000229946785,0.5751068347457208,0.4657889886762548,1.1464884759851541,1.1123290424421635,0.9071419694813732
71.0,71.00000233231738,0.6009904829918169,0.4976243794579611,0.6218091862850125,1.137779641722578,1.1889057704077635
72.0,72.00000236516692,0.5426334415966804,0.4599983631446018,0.5926862080799719,0.9463970721814617,1.117765656996637
73.0,73.00000239801646,0.544179557329215,0.4955516845300156,0.8074070088224069,0.9267109095471247,0.37780831475057386
74.0,74.000002430866,0.5600184021730323,0.4353370402606603,0.9816971707325302,0.966493579926963,1.4540028204573203
75.0,75.00000246371555,0.5331093769166122,0.43931467500195154,0.7236156834024217,1.051172056280418,0.8909401580544193
76.0,76.00000249656509,0.5060978820808432,0.45238660862339647,0.47401576576878757,0.8335295531470244,0.8488242263192575
77.0,77.00000252941463,0.5623429759935124,0.43449700096032734,1.5707401770814786,0.9284719977300888,1.1915860458630534
78.0,78.00000256226417,0.5679720901752435,0.47170034104184894,1.2907013402484742,1.0019513845472179,0.8639491563675468
79.0,79.00000259511371,0.5562784521032166,0.4742902275218197,0.7035615066307047,0.98132872073176,1.044234205076246
