Frame,Time (ns),RMSD_PTC,A,C,D,E
0.0,0.0,3.6878070413424054e-07,0.0,0.0,0.0,0.0
1.0,1.0000000328495406,0.4813388317408656,0.4086598078856685,1.3370184050666143,0.5306815800743752,1.0430748581432256
2.0,2.0000000656990813,0.48434412766418455,0.43973940546899093,0.6793551710749859,0.5355533621738992,1.1115477170987211
3.0,3.0000000985486217,0.5041523624829598,0.45165930468082494,0.5847411782999059,0.5625908718927546,1.2655240248605368
4.0,4.000000131398163,0.5421808381435199,0.47098372045165904,1.7442324895327044,0.48755299930556345,0.9337810000894413
5.0,5.000000164247703,0.5265942108246596,0.44993292086483644,1.7011660395857762,0.5637141020526407,0.87784101091313
6.0,6.000000197097243,0.5365544948468194,0.4584199186353174,1.3487341390605825,0.5312885249801683,1.3107295329633843
7.0,7.000000229946784,0.5026042790924253,0.458417778165696,0.7613860126850654,0.5518492417664198,1.1075330504609595
8.0,8.000000262796325,0.4971378075711713,0.47972534671914296,0.793979845804048,0.4647792493940844,0.7794913012770477
9.0,9.000000295645865,0.5098738280865651,0.49935117856373085,0.7299917394228872,0.4245714292274983,0.7895092264300209
10.0,10.000000328495407,0.520348053025741,0.4918901359192166,0.9611761855052259,0.45794763390054105,0.9490749228560603
11.0,11.000000361344947,0.47276271413684795,0.43774988157679423,0.8750395191157888,0.47126510543596795,0.9298971574233119
12.0,12.000000394194487,0.4751287375454282,0.4210622229508586,0.8720705321127187,0.38240162157175206,1.2647211184429619
13.0,13.000000427044029,0.5124425068718822,0.4242653119863251,1.663130646026351,0.518741277560016,1.0790499037788301
14.0,14.000000459893569,0.46233607784393976,0.443756185107786,0.6912317003684809,0.3328128003395893,0.9164418224748339
15.0,15.00000049274311,0.5551185608670854,0.45958301685577196,1.7154218285142355,0.6030956488737103,1.2004587784430867
16.0,16.00000052559265,0.4591629501114653,0.4328499180851625,0.7896338132868487,0.4722847759769336,0.799086804436886
17.0,17.000000558442192,0.4791828161274663,0.4448890221701805,0.9752738166543656,0.5040937817455198,0.8223304327283164
18.0,18.00000059129173,0.4879113800811382,0.45930852877635686,0.8432901293758248,0.4202533022189157,0.9671808193666924
19.0,19.000000624141272,0.5541506446872007,0.4614771604195325,0.8223148676689885,0.9239084302743666,1.2461005343618854
20.0,20.000000656990814,0.522100742727807,0.4688584146240513,0.8662414665013861,0.8258261921492266,0.7179900897849842
21.0,21.000000689840352,0.5537856987916977,0.49159595600626443,0.7860377975836669,0.5659086199748139,1.449158659948895
22.0,22.000000722689894,0.5675793436778835,0.4643764039978231,1.8982469449345247,0.5661804053406702,1.2148854481396623
