replica_0,replica_1,replica_2,replica_3
40.16344653727205,40.00441532024627,40.30825892923113,40.11340440427415
40.87023886828841,40.31226037661605,40.14603355905958,39.98285253794197
40.61444871435286,39.941687409761826,39.36493950281957,39.339652955214355
40.42606876768167,40.757739166787694,40.14538733635706,39.66932073972927
39.86735504294542,40.23168755695685,40.684367521802166,39.878200924292436
40.04876981388038,40.22783281161992,39.91855308607007,39.494535702000746
39.95947218294421,40.630247721898826,40.296785935118635,40.72394607066022
40.58870937182367,39.955063832869236,40.14803043854097,40.57930760563536
40.26723300602353,40.19997858399393,40.02386560116787,40.68548336220196
40.2455018424842,40.16297528314962,39.8994061527334,40.69962562769609
40.69443012631564,40.512624623742674,39.840000357750185,40.505837236108455
40.4981549438997,40.47098118483824,39.68935697809568,39.95634011578173
40.29477933477825,40.396889355830275,39.250100711558915,40.576971320697
40.236134145774834,40.64392350584341,40.56316659368725,40.53516188501836
40.608000714274574,40.19153875412474,39.76399335297228,40.27001740062342
40.256495476405235,40.705396601009525,39.88007047180439,39.963933297624024
40.569048123906754,40.81876245603241,40.03120919734207,40.040202646971174
40.21113595045747,40.15949633252638,40.385953773993556,39.94503851390366
39.95982313189821,40.30741953369402,40.13702803757028,40.82782614345423
40.44153378683721,40.38673910958495,39.43921782384611,40.46656125972198
40.748060944643946,39.96623547475688,40.127512145048904,40.36381686215743
40.01276046471835,40.48237643415816,40.39749535248511,40.2440851738032
40.745387328305036,40.20479841612827,40.07040388503135,40.08892070861896
40.60700904275433,39.89250563236048,40.263666422855096,40.272669559662106
39.988092684328095,40.569042872855036,40.25149579603839,40.245723853974354
40.14772323168343,41.086349723426004,40.213934147039375,40.497807871425806
39.77878597886942,40.33762337119422,39.90093946672137,39.78055801027984
40.640714652657174,40.53815696233929,39.7505847384471,40.28707955690468
40.59194786589524,39.90344164458063,40.13473401002911,40.261632032095356
40.743236819474134,40.44161802276158,39.78653012537699,39.628585721053255
40.434725990786674,40.40098890807208,40.49167059238281,40.61993593074308
40.52360547587866,40.78865491917062,39.724274520697605,40.29445721489826
40.55018797222896,40.09327969433265,39.525620863429246,40.37405096440922
40.588189723224566,40.34806342516548,39.80187060531974,40.437948360589786
40.33013089581732,39.992726495933226,40.41125208527349,40.86019634288638
40.60107958365098,40.45647812508041,39.7921333070288,40.59755305255748
40.51434366552019,40.14608123088391,39.76507719806304,40.593490930549386
39.86671571978831,40.33263731003842,39.94448001279981,40.639818023901995
40.95810253061849,39.838406450279244,39.64346332581567,39.7871545124772
40.15806655421404,40.18590785491186,39.965815455290084,40.292170630422504
39.87485579668824,40.339712616333465,40.01010993603562,40.18743736508696
39.29858379882091,40.35340128379804,40.25584015652451,40.08027050829705
40.3811202555236,40.51425955478869,40.48880416146288,40.17543814471333
40.69422585650072,40.81179247460642,40.66701373549905,40.512414339259514
40.75437031443295,39.89290499513217,40.1058082593827,40.06778836076212
40.67742045379326,40.337101045891856,40.50321876684139,40.46935533028043
41.299760119864885,40.553786194076196,40.26288966553955,40.34844848791739
40.403565442548945,40.270566863799196,40.19979869074119,40.378431831664884
40.60556085155223,40.065496344502634,40.023196497655604,39.954430996673764
40.573889354454415,40.23083097337442,40.02449221348064,40.007889541055384
41.21270318300198,40.879955841482214,40.491128876108235,40.030264097395175
41.52399564939005,40.274365386205744,39.82242712265897,40.854855855417426
41.78909499392711,40.27533742206313,40.04272412142095,40.08076909049493
40.79271666492786,40.68732732473818,40.471517862821464,40.9394738189954
41.2186118748591,40.57759609093568,40.145932918387125,40.25020615428848
41.187972422034456,40.97176609666857,40.29527043146859,41.38980209926689
40.58718715331178,40.15731987539996,39.78592707708775,39.99063283363254
40.378410745401304,40.164812618775294,39.83106526053304,40.488509619595135
40.349218604282555,40.049077651485504,39.74148331432257,40.09524163963845
40.443450118169935,40.530316828454694,40.592493717438906,40.27179256693227
40.7232341678482,40.5919006284571,40.739155304169444,40.536748773349345
39.927599573565296,40.32983011743198,40.48258684777101,40.50044766385328
40.6535435675691,40.31094595331716,40.363895959291966,40.07943245426266
40.077475170061426,40.40845468792769,40.82622771162824,40.377857227718586
40.428122627409046,39.6985699576311,40.34313646301227,40.425689584127326
40.435889648859515,39.91518416364254,40.761029330245556,40.70952803530447
40.53353290645208,40.70635487326644,39.951915523249376,40.10701163628187
40.878254725879025,40.314804661297345,40.8004419477214,40.39898132979543
40.85321130789018,40.465093124740726,40.0684303179966,40.433630757852185
40.22338017272904,40.48347057505926,40.085738718468335,40.2275895663774
40.65804626350923,40.2258180696381,40.319153918451,40.11033004442603
40.449425009253574,40.40227455783324,39.980779705673704,40.557221330283525
40.224072949834266,39.7211109735254,40.26590151230148,40.52361598772154
40.8363136831639,40.90998710209503,40.77413550072482,41.19746176578029
39.984048362035445,40.23282435747229,40.76934007076697,40.089159349417
40.26167959025555,40.51363397668915,40.05425221325939,40.47300685029823
40.986550609271724,40.41006676700144,40.57543298695823,40.82145822754633
40.63622085764174,40.31085621227772,40.288801286710836,39.9967966545499
40.25244186388013,40.03682631859692,39.93033446966621,40.08878812988758
39.923927969732965,39.905416675673195,39.83400293801689,39.990712543258184
40.08633800932739,40.67941665738199,39.73356622508198,40.01957468064259
40.29197523599538,39.59182408313645,40.268638431991285,40.03041276603262
40.44200234732277,40.77355505359155,40.33561317944585,40.42770659613666
39.84821426905379,40.73782088940915,39.519873447808386,39.978510117522546
40.06112953960062,40.302219181618334,40.264680944298036,40.01410426414275
40.2966961679269,40.74590008786692,40.53478880116066,40.263312392151235
40.07728421125067,40.29074476113839,40.49693492068447,40.79417504820576
40.78755709276157,40.72452710136935,40.007013041131295,40.350948684286394
40.523999668442656,40.59794140321168,40.53000677056119,40.70831325152531
40.37544803465313,40.92150026544533,39.68438347307643,39.955335045827525
40.7385430477592,40.12078736879752,40.268014977373824,40.280524806105994
39.86938483735884,40.31390731468047,40.10247363532662,40.6586962111983
41.23827658937886,40.74393273647893,40.21845112144983,40.51746091759367
41.12193284036731,39.641514887309974,40.39334280698817,40.119017256226016
41.3530178960589,40.34080468604633,40.25302323719946,40.197655793240976
40.95850889744639,39.94946905899833,40.103788427177534,40.28310244460551
41.374412730408984,40.71109359611361,40.78599918296293,40.678017751539855
40.51249319604655,40.068525815036374,40.134087636177426,40.04066979325627
40.53994866669398,40.863521458352984,40.421734313365036,40.53101576532174
41.133615203445224,40.81020397564695,40.7412170348572,40.731645480623534
41.13556199880247,39.783754972735984,40.13254054232536,39.888091120667056
41.27172259979376,40.02085456208551,40.12721010662743,40.34863838075568
40.581166053996625,40.16477555505778,40.157446970480585,40.10921686584792
40.59235200656372,40.48712104118603,39.98777382765063,40.03966117628719
40.36543041828197,40.65465486493443,40.92060350256195,40.27063026299615
41.14960264001804,40.482434297991944,39.432459824705894,40.64181575332549
40.97017229413113,40.80630044081917,39.88086407531189,41.115488200545855
40.9523036267959,40.91221381426549,39.40377727160948,40.45912541246125
41.072291306800274,40.664964620869,40.520325670725626,40.828322378130345
41.17999064896678,40.04634419701697,40.44213922931272,41.11775248772877
41.2163728734881,40.814185577404444,40.454035967385344,40.245369692305154
40.99727561580603,40.05078133782473,40.24722504785659,40.58707692186247
41.084276290772294,40.75425522535458,41.002127141502655,40.45782547017886
41.5233517093381,39.99886348305958,40.328991094211055,41.09809235487829
41.197477320607376,40.808463883712044,40.5008367845587,41.423761965196405
41.0998171461918,40.77791085531316,40.957690950574886,41.25838933144888
41.01071505736508,40.43993327666568,40.70152666722406,41.61840159570461
41.44672112667916,40.96137941983058,40.51505860090397,41.49893262161105
41.41912655195385,40.73909774192446,40.60451665821507,41.61054926815916
40.925467725558796,40.006773992924806,40.441165252959635,41.37796732156494
41.303920163404364,39.88975260105103,40.011326329057276,41.36630546592598
41.14524293640575,40.359703634115874,40.82351130386463,41.6383637827165
41.08241064748699,39.878275494537114,41.12291426382443,41.46309941483767
41.300903648682585,40.0343045352216,40.09177371461168,41.645625959556426
41.018625039879055,40.09205476369165,40.67699081409209,41.75125512566553
40.880889864806385,40.488346568869986,40.65343872689933,41.623440434345916
41.47090238554276,40.41639866660393,40.14999016046465,41.464290825231984
41.5404828828467,40.10193816547579,40.52623336638013,41.378013818918376
40.411315301439,40.04661489554618,40.59068818532338,41.790888630002875
40.99434989655585,40.807408302622804,40.62219673746396,41.76079334858471
41.197269922516234,40.74886666363893,40.434030941965325,41.30691580274473
41.6978851688642,40.91128559510025,40.71866937034219,42.27873742892996
41.16402847674771,40.665205697606,40.49965889617382,41.86323767759193
41.17814413188209,40.06183525906233,40.53368529706594,41.822354164678735
41.304002946851796,40.76216959012294,40.314250419754494,41.81824148434048
41.32969545692533,40.5012364188193,40.99251212379197,41.53141840021618
41.7443772708536,40.814253502213845,40.65527340636837,41.521337412084016
41.23825068572983,39.76920412651168,40.64232434864422,41.94904042056523
41.05528598808132,40.02721628911538,41.28313203452837,42.66767473491413
40.77580359462159,40.210136177512794,40.89694814095763,42.004359751040646
40.74340425904837,40.2345110030704,40.80027992779296,41.95729051575716
40.887020586873,40.91895070529178,40.99902471817284,42.29143706166651
41.17506818130809,40.905147439435936,40.611054307191225,42.38490397793015
41.36827427131825,40.33090130214604,40.35964562456925,42.506415042034725
40.729127994769534,40.324975191455856,40.40586787454515,42.310318364498286
41.09498030671091,40.82451430255189,40.72106175383573,42.287452897772624
40.81398702742696,40.43098735407467,40.813720551204995,42.17092466898444
41.211609480399495,40.346159165951505,40.274951779731374,42.407524269016854
40.85534137806124,40.251871054205864,40.59005833291632,42.454405167736915
41.31267375916111,40.20487248225367,40.86812509617656,42.31577698879876
41.75638855161663,39.86493622535785,40.66531575398468,42.228863192271874
41.00874257007983,40.24769019709476,40.76772928757187,42.59092676056002
41.13192272780659,39.805572925224304,40.32667447067313,42.212056691471865
41.194807004617324,39.962529606590365,40.32669557935839,42.12946474421701
40.60709299455817,40.282257332304845,40.55082358974604,42.868461788380365
40.77238368005288,40.112985666779444,40.27409067689253,42.227003411430864
41.50868826991689,40.049634938696315,40.65133138206131,42.10210349269067
41.957362027833234,40.51982632214846,40.79505319373234,42.89007790631448
42.062780430312415,40.60286374398213,40.50944923188565,42.10151261946749
41.992972926210236,40.80765913581291,40.65941428858326,42.367529449199424
41.47660558102904,39.97845696429028,40.46484053793208,42.3133115470764
41.47818338607489,40.487320914749326,40.39775882694236,42.02555980513582
41.2876091682471,40.37850563351555,40.88785013276593,42.94975645409032
41.904017074959725,40.6286533645472,40.75247131033534,42.74656545064215
41.431963230912096,40.78849286061546,40.32550292427705,43.128837632483766
41.43037882320743,40.26367170687589,40.83209359912898,43.06179178441921
41.50447805925483,40.57750158838499,40.7513465214002,42.902335016348495
41.656643167281985,40.961462771907414,40.63810861618723,43.27618111916587
41.291532155615684,40.45729390487046,40.634474616460544,43.31917675327805
41.23130802614733,41.140856899077114,40.36092709209133,43.062091885605966
41.72923862778286,40.68973170629486,40.81922743485427,43.888669260708994
41.908721095163315,40.34638071794476,41.13409801575602,43.4443584795755
41.45252506345953,40.16546387660532,40.77558920326185,43.581444831699706
